title,link,authors,publication
Goodman et al.'s method for augmenting the number of nucleotide substitutions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:k8Z6L05lTy4C,"Y Tateno, M Nei","Journal of Molecular Evolution 11 (1), 67-73, 1978"
The evaluation of forensic DNA evidence,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:qsWQJNntlusC,"JF Crow, MA Berger, SS Diamond, DH Kaye, HH Kazazian, AG Motulsky, ...","National Re-899 search Council 900, 1996"
Genetic polymorphism and neomutationism,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ruyezt5ZtCIC,M Nei,"Evolutionary dynamics of genetic diversity, 214-241, 1984"
A note on positive identification of paternity by using genetic markers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:SpbeaW3--B0C,"PP Majumder, M Nei","Human Heredity 33 (1), 29-35, 1983"
Evolution of the sex-lethal gene in insects and origin of the sex-determination system in Drosophila,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Dem6FJhTUoYC,"Z Zhang, J Klein, M Nei","Journal of molecular evolution 78 (1), 50-65, 2014"
Response to Yang et al.: Problems with Bayesian methods of detecting positive selection at the DNA sequence level,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:HbR8gkJAVGIC,"M Nozawa, Y Suzuki, M Nei","Proceedings of the National Academy of Sciences 106 (36), E96-E96, 2009"
Evolutionary change of DNA sequences,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:qCpRzq7zkD8C,M Nei,"Molecular evolution and phylogenetics, 2000"
Reconstruction of phylogenetic trees from microsatellite (STR) loci,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:AYInfyleIOsC,"M Nei, N Takezaki","Anim Genet 27 (SUPPL 2), 1-2, 1996"
Inter-RNA homology and possible roles of small RNAs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:XoXfffV-tXoC,"T Gojobori, M Nei","Journal of Molecular Evolution 17 (4), 245-250, 1981"
Nonrandom amino acid substitution and estimation of the number of nucleotide substitutions in evolution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:oNZyr7d5Mn4C,"M Nei, Y Tateno","Journal of Molecular Evolution 11 (4), 333-347, 1978"
Population genetics and ecology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:yJjnfzR0HrkC,"M Nei, S Karlin, E Nevo","Academic Press, 1976"
Genomic drift and evolution of microsatellite DNAs in human populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:LO7wyVUgiFcC,"N Takezaki, M Nei","Molecular biology and evolution 26 (8), 1835-1840, 2009"
Heterozygous effects and frequency changes of lethal genes in populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:xtoqd-5pKcoC,M Nei,"Genetics 63 (3), 669, 1969"
Effects of restricted population size and increase in mutation rate on the genetic variation of quantitative characters,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:_axFR9aDTf0C,"M Nei, Y Imaizumi","Genetics 54 (3), 763, 1966"
Effects of linkage and epistasis on the equilibrium frequencies of lethal genes. II. Numerical solutions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:w1MjKQ0l0TYC,M NEI,"The Japanese Journal of Genetics 39 (1), 7-25, 1964"
Evolutionary change of amino acid sequences,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:4e5Qn2KL_jwC,M Nei,"Molecular Evolutionary Genetics, 39-63, 1987"
Classification and measurement of DNA polymorphism.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:q3CdL3IzO_QC,M Nei,"Human population genetics: The Pittsburgh Symposium, 307-330, 1984"
Protein polymorphism and the SAS-CFF model,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:2ywjKiB__4kC,M Nei,"Genetics 94 (4), 1085, 1980"
Genetic Parameters and Environments II. Heritability and Genetic Correlation in F2 of Some Agronomic Characters in Rice Plant,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:S16KYo8Pm5AC,"M NEI, K SYAKUDO","The Japanese Journal of Genetics 32 (8), 235-241, 1957"
Chakraborty R. 1975,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Kqc1aDSOPooC,"M Nei, T Maruyama","The bottleneck effect and genetic variability in, 0"
Random fluctuation of selection coefficients and the extent of nucleotide variation in human populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:PaBasH6fAo0C,"S Miura, Z Zhang, M Nei","Proceedings of the National Academy of Sciences 110 (26), 10676-10681, 2013"
Evolutionary change of nucleotide sequences,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:X0DADzN9RKwC,M Nei,"Molecular evolutionary genetics, 64-110, 1987"
Evolutionary molecular genetics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:i_7YvbSbtFEC,M Nei,"University of Columbia Press, New York, 1987"
Polymorphism and evolution of the Rh blood groups,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:a9-T7VOCCH8C,"M Nei, WH Li, F Tajima, P Narain","Japanese journal of human genetics 26 (4), 263-278, 1981"
Estimation of average heterozygosity and genetic distance from a small number of indivisuals,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Og1tA8FjbJAC,M Nei,"Genetics 23, 341-369, 1978"
Genetic effects of X rays on quantitative characters in a heterogeneous population of Drosophila melanogaster,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:5qfkUJPXOUwC,"I Tobari, M Nei","Genetics 52 (5), 1007, 1965"
The neighbor-joining method,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=200&pagesize=100&citation_for_view=VxOmZDgAAAAJ:FsLZdJ3BAzkC,"N Saitou, M Nei","a new method for reconstructing phylogenetic trees 1987, 4, 2000"
The emergence and dispersal of Mongoloids,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:4fGpz3EwCPoC,"AK Roychoudhury, M Nei","J Indian Anthropol Soc 32, 1-49, 1997"
Gene differences between human races,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Ri6SYOTghG4C,M Nei,"The American Naturalist 117 (1), 88-89, 1981"
Nei’s unbiased measures of genetic Identity and genetic distance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:hsZV8lGYWTMC,M Nei,"Genetics 89, 583-590, 1978"
The cost of natural selection and the extent of enzyme polymorphism,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ClCfbGk0d_YC,M Nei,"Trends in Biochemical Sciences 1 (11), N247-N248, 1976"
MATHEMATICAL STUDIES ON THE BREEDlNG BEHAVIOR OF PARTIALLY ALLOGAMOUS PLANTS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:8dzOF9BpDQoC,M NEI,"Japanese Journal of Breeding 3 (2), 1-5, 1953"
Is positive selection responsible for the evolution of a duplicate UV-sensitive opsin gene in Heliconius butterflies?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:wMgC3FpKEyYC,"M Nozawa, Y Suzuki, M Nei","Proceedings of the National Academy of Sciences 107 (23), E96-E96, 2010"
DNA polymorphism and adaptive evolution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:HtEfBTGE9r8C,M Nei,"Plant population genetics. Breeding and genetic resources. Sinauer …, 1990"
Effect of linkage on the genetic load manifested under inbreeding,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Ug5p-4gJ2f0C,M Nei,"Genetics 51 (4), 679, 1965"
Effects of linkage and epistasis on the equilibrium frequencies of lethal genes. I. Linkage equilibrium,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:GtLg2Ama23sC,M NEI,"The Japanese Journal of Genetics 39 (1), 1-6, 1964"
"2% ROYCHOUDHURY, AK.(1974)",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:X4-KO54GjGYC,M Nei,"Sampling variantes of heterozygosity and genet, ic distarwe. Genet& 76, 379-390, 0"
Molecular phylogeny and genetic diversity analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:NXb4pA-qfm4C,M Nei,"Diversity and adaptation in oak species proceedings. Pennsylvania State …, 1997"
"An integrated global protocol to establish the genetic relationships among the breeds of each domestic animal species, Report of a Working Group",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:yTLRzDEmwhEC,"JSF Barker, DG Bradley, R Fries, WG Hill, M Nei, RK Wayne","Animal Production and Health Division, FAO 554, 1993"
An integrated global programme to establish relationships among the breeds of each animal species,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:QsKbpXNoaWkC,"JSF Barker, DG Bradley, R Fries, WG Hill, M Nei, RK Wayne","FAO Animal Production and Health Paper, FAO, Rome, 1993"
The American Society of naturalists,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:XDrR66g3YHsC,M Nei,"Am Nat 106, 283-292, 1973"
The reliability and stability of an inferred phylogenetic tree from empirical data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:zwpXiJ37cpgC,"Y Katsura, CE Stanley Jr, S Kumar, M Nei","Molecular Biology and Evolution 34 (3), 718-723, 2017"
Current topics on molecular evolution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:F2UWTTQJPOcC,"M Nei, N Takahata","Proceedings of the US-Japan Workshop, Hayama, Japan, Institute of Molecular …, 1996"
Reconstruction of phylogenetic trees and evolution of major histocompatibility complex genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:hCrLmN-GePgC,"M Nei, A Rzhetsky","Molecular evolution of the major histocompatibility complex, 13-27, 1991"
Genes in populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:60iIaj97TE0C,M Nei,"Molecular Evolutionary Genetics, 149-175, 1987"
Estimation of fitness reduction due to a chronic disease in man,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:anf4URPfarAC,"M Nei, S Yokoyama","Annals of Human Genetics 45 (3), 261-265, 1981"
COMPARATIVE-STUDY OF GENETIC-VARIATION WITHIN AND BETWEEN POPULATIONS UNDER NEUTRAL MUTATION HYPOTHESIS AND MODEL OF SEQUENTIALLY ADVANTAGEOUS MUTATIONS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:kWvqk_afx_IC,"R Chakraborty, PA Fuerst, M Nei","Genetics 86 (2), S10-S11, 1977"
Efficiency of selection for increased or decreased recombination,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:9pM33mqn1YgC,"M Nei, Y Imaizumi","The American Naturalist 102 (923), 90-93, 1968"
Estimation of recessive gene frequencies from data on consanguineous marriages,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:8d8msizDQcsC,M Nei,"American Journal of Human Genetics 15 (1), 86, 1963"
Where do we come from? The molecular evidence for human descent,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:EsEWqaRxkBgC,M Nei,"Nature 417 (6892), 899-900, 2002"
Genetic studies on the origin of modern humans,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:_FM0Bhl9EiAC,M Nei,"The origins and past of modern humans—towards reconciliation. Singapore …, 1996"
Genes and mutation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:TGkaJS32XoUC,M Nei,"Molecular Evolutionary Genetics, 19-38, 1987"
Average distance method (UPGMA).,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:z8nqeaKD1nsC,M Nei,"Molecular evolutionary genetics, 293-298, 1987"
On the positive identification of paternity,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:4aZ_i-5WJEQC,M Nei,"Human heredity, 258-260, 1984"
Augmentation algorithm: A reply to holmquist,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:FAceZFleit8C,"M Nei, Y Tateno","Journal of Molecular Evolution 13 (2), 167-171, 1979"
The test of significance for heritability estimates,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:hvmnpdAuIbkC,M NEI,"Japanese Journal of Breeding 5 (4), 213-219, 1956"
Motoo Kimura (1924-1994).,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:BzfGm06jWhQC,M Nei,"Molecular biology and evolution 12 (5), 719-722, 1995"
Polymorphism due to balancing selection at the major histocompatibility complex loci.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:iyewoVqAXLQC,M Nei,"The Unity of Evolutionary Biology, 878-889, 1991"
免疫球蛋白重链可变段和 T 细胞受体可变段的分子进化研究,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:hNSvKAmkeYkC,吕宝忠， M Nei,"遗传学报 16 (002), 140-150, 1989"
"Strategy for resolving the branching order of humans, chimpanzees and gorillas by using DNA-sequence data",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:HGTzPopzzJcC,"N Saitou, M Nei","AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY 69 (2), 260-260, 1986"
Estimation of evolutionary distance between nucleotide-sequences,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:jE2MZjpN3IcC,"F Tajima, M Nei","Japanese Journal of Genetics 58 (6), 684-685, 1983"
Statistical Studies of Protein Polymorphism,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:DUooU5lO8OsC,"M Nei, R Chakraborty, PA Fuerst","Genetics 97 (2), 494, 1981"
UTILITY OF LINKED MARKER GENES FOR GENETIC-COUNSELING WHEN LINKAGE DISEQUILIBRIUM IS PRESENT,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:CdxZDUztZiMC,"A Chakravarti, M Nei","AMERICAN JOURNAL OF HUMAN GENETICS 31 (6), A121-A121, 1979"
The genetic variance and heritability in partially allogamous plant populations.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:RuPIJ_LgqDgC,"M NEI, K SYAKUDO","Japanese Journal of Breeding 7 (4), 221-227, 1958"
GENETIC ANALYSIS OF COVARIATION IN QUANTITATIVE CHARACTERS I. THE COMPONENTS OF COVARIANCE AND THE TEST OF CHANGE IN CORRELATION,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:EPG8bYD4jVwC,"M NEi, K SYAKUDO","The Japanese Journal of Genetics 31 (7), 201-206, 1956"
"Tajima. F. and Tateno, Y. 1983. Accuracy of estimated phylogenetic trees from molecular data H. Gene frequency data",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:g_UdREhPGEoC,M Nei,"Journal of Molecular Evolution, 19,153-170, 0"
Darwin 200: Great expectations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:YlPif8NxrbYC,"PA Gowaty, I Serageldin, PE Persson, N Eldredge, M Lynch, M Nei, ...","Nature Publishing Group, 2008"
"molecular evolutionary genetics analysis, version 1.01",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:7H_jS4BsgvYC,"S Kumur, K Tamura, N Masatoshi","The Pensylvania State University, University Park, PA, USA, 1993"
populations and conservation genetics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:rqnDXT1GswoC,"R Chakraborty, M Nei","Heredity 97, 189-198, 1986"
DNA POLYMORPHISM DETECTABLE BY RESTRICTION ENDONUCLEASES1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:6ZzL7HXColQC,N Masatoshi,"Genetics 97 (14), 5-163, 1981"
Mathematical model for studing genetic variation in terms of restoriction endonuclease.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:NJ774b8OgUMC,M Nei,"Proc. Natl. Acad. Sci. USA 89, 147-181, 1979"
Ewens on the Substitution Load,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:6ZxmRoH8BuwC,M Nei,"The American Naturalist 107 (955), 459-462, 1973"
"Columbia University Press, New York, NY, USA; 1987",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:4Yq6kJLCcecC,M Nei,"Molecular Evolutionary Genetics 512, 0"
My Memory of Walter Fitch (1929–2011) and Starting Molecular Biology and Evolution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:w0F2JDEymm0C,M Nei,"Molecular Biology and Evolution 31 (6), 1329-1332, 2014"
Darwinism and the theory of mutation-driven evolution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:oi2SiIJ9l4AC,M Nei,"Genes & Genetic Systems 88 (6), 331-331, 2013"
Origins and evolution of microRNA genes in plants,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ALROH1vI_8AC,"M Nozawa, S Miura, M Nei","Genes & Genetic Systems 85 (6), 398-398, 2010"
Software for constructing population trees from allele frequency data and computing other population statistics with Window-interface,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:BAanoTsO0WEC,"N Takezaki, N Masatoshi, T Koichiro","Mol Biol Evol, 2009"
Evolutionary distance: estimation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Vr2j17o0sqMC,"J Zhang, M Nei","Encyclopedia of the Human Genome. Wiley, 2003"
Evolutionary relationships of European Asians and Africans and origin of modern Homo sapiens,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:sfnaS5RM6jYC,M Nei,"Population Biology of Genes and Molecules, 251-265, 1990"
Human Polymorphic Genes: World Distribution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:txeM2kYbVNMC,"AK Roychodhury, M Nei",
In: EVOLUTIONARY DYNAMICS OF GENETIC DIVERSITY,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:x21FZCSn4ZoC,M Nei,
In: VITO VOLTERRA SYMPOSIUM OF MATHEMATICAL MODELS IN BIOLOGY,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:jlhcAiayVhoC,M Nei,
The bottleneck effect and genetic variability in population size using data from microsatellite DNA,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:s9ia6_kGH2AC,M Nei,"Mol Ecol 10, 305-318, 1975"
Estimation of mutation rate in rare recessive traits,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:0izLItjtcgwC,"M Nei, Y Imaizumi","American Journal of Human Genetics 15 (1), 90, 1963"
EFFECTS OF LINKAGE AND EPISTASIS ON EQUILIBRIUM FREQUENCIES OF LETHAL GENES,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:jFemdcug13IC,M Nei,"JAPANESE JOURNAL OF GENETICS 38 (3), 197-&, 1963"
Theoretical Population Biology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:jmjb1lOE9QIC,"JF Crow, N Keyfitz, NTJ Bailey, W Bodmer, J Bourgeois-Pichat, ...",
GENETIC STRUCTURE OF HUMAN POPULATIQNS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ZqE1mSdD_DYC,"M NEI, Y IMAIZUMI",
CI. 7 Balanced polymorphism and evolution by the birth-and-death process in the MHG loci,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ghEM2AJqZyQC,"M NEI, AL HUGHES","Proceedings of the Eleventh International Histocompatibility Workshop and …, 0"
The reproducibility of an inferred tree and the diploidization of gene segregation after genome duplication,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:W2uZP3ddy8sC,"Y Katsura, M Nei","Genome biology and evolution 12 (2), 3792-3796, 2020"
Brief Communication POPTREEW: Web version of POPTREE for constructing population trees from allele frequency data and computing some other quantities,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:-6RzNnnwWf8C,"N Takezaki, M Nei, K Tamura",
Jusun Hwang and Nicole L. Gottdenker,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:j7_hQOaDUrUC,"G Stecher, M Nei, S Kumar","Onderstepoort J Vet Res 79, E1-8, 2012"
